Year (date),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),AWC Infrastructure Drinking Water Source (awc_infra_dws),AWC Infrastructure Fuctional Toilets (awc_infra_fun_toilets),AWC Infrastructure Own Building (awc_infra_own_buil),Aadhaar verified Beneficiaries (aadhar_verf_benf),Adolescent Girls (adolescent_girls),Anganwadi Centers Open For Atleast 1 Day (awc_open_1day),Anganwadi Centers Open For Atleast 21 Days (awc_open_21day),Anganwadi Workers (aww),Angwanwadi Centers (awc),Children (0-6 Months) (children_0_6_months),Children (3 - 6 Years) (children_3_6_years),Children (6 Months - 3 Years) (children_6months_3years),Children Attended AWC For Atleast 21 days (children_awc_21days),Children(3 - 6 Years) Non-school Going (children_3_6_years_nonschool),Children(3 - 6 Years) School Going (children_3_6_years_school),Eligible Beneficiaries (elgb_benef),Health ID Created (health_id_created),Hot Cooked Meal (HCM) Given For 1-6 Days (hcm_1_6days),Hot Cooked Meal (HCM) Given For 15-20 Days (hcm_15_20days),Hot Cooked Meal (HCM) Given For 7-14 Days (hcm_7_14days),Hot Cooked Meal (HCM) Given For Atleast 1 Day (hcm_atleast_1day),Hot Cooked Meal (HCM) Given For Atleast 15 Days (hcm_atleast_15days),Hot Cooked Meal (HCM) Given For Atleast 21 Days (hcm_atleast_21days),Lactating Mothers (lact_mothers),Pregnant Women (pregnant_women),Project (project),Sector (sector),Take Home Ration Given For Atleast 1 Day (thm_atleast_1day),Take Home Ration Given For Atleast 21 Days (thm_atleast_21days)
01-07-2023,Telangana,36,Rajanna Sircilla,683,217,238,196,38016,0,587,531,578,0,2071,14141,18084,2416,13366,775,40165,2,2332,2199,1452,8303,4519,2320,2161,3708,2,24,19069,17925
01-03-2023,Chhattisgarh,22,Raigarh,386,852,1392,1431,105802,0,1194,10,3357,3409,892,63557,48812,25,63525,32,116635,1424,4933,560,1928,7445,584,24,1259,2115,14,107,140,138
01-05-2023,Uttarakhand,5,Chamoli,47,163,161,173,22816,0,1030,597,1070,1078,973,8416,12000,2744,7911,505,24880,101,1535,1085,1154,5443,2754,1669,1406,2085,9,28,346,344
01-06-2023,Meghalaya,17,East Khasi Hills,274,439,768,688,93272,0,1286,995,1286,1286,4543,50337,37493,14732,37177,13160,99877,3,8565,9219,11486,44065,24014,14795,3625,3879,9,49,11812,8889
01-05-2023,Haryana,6,Charki Dadri,701,449,537,362,41227,0,634,580,604,634,2246,19808,16617,2643,12687,7121,44278,68,1525,1008,980,6131,3626,2618,2478,3129,3,24,12825,7602
01-02-2023,Kerala,32,Palakkad,563,1514,1751,1352,196703,0,2810,1746,2835,2835,10505,96445,78661,4467,55672,40773,209811,1951,9721,13619,9547,36904,17636,4017,11184,13016,21,106,28423,28295
01-06-2023,Mizoram,15,Aizawl,261,325,481,495,39527,0,544,361,544,544,2008,18637,16421,1792,17834,803,41691,3279,4220,3997,3980,13751,5551,1554,1936,2689,6,23,15273,12066
01-05-2023,Haryana,6,Fatehabad,61,484,479,410,55927,0,1082,576,1061,1094,2143,35495,28154,2323,34238,1257,74329,166,5016,1454,1845,10453,3592,2138,3621,4916,6,40,16954,15201
01-04-2023,Jharkhand,20,Dhanbad,325,355,406,700,64685,0,2142,1207,2182,2231,6745,80781,69414,13891,78558,2223,174686,516,18292,14463,13385,59015,27338,12875,7805,9941,8,81,16500,15789
01-07-2023,Assam,18,Hailakandi,289,25,18,75,85770,0,1365,1092,1360,0,3377,42886,36487,7773,41680,1206,90134,46,11576,8171,10944,35947,13427,5256,2743,4641,5,52,18925,17978
01-04-2023,Telangana,36,Medchal Malkajgiri,700,619,666,224,117639,0,793,690,748,793,2861,49119,55864,3764,48348,771,117943,60,5354,3441,3548,15951,7049,3608,3335,6764,3,32,38706,36620
01-03-2023,Tamil Nadu,33,Mayiladuthurai,735,402,481,587,44531,0,692,585,552,692,3051,13833,22793,7917,13371,462,47097,348,1178,2453,1549,12908,10181,7728,3180,4240,5,20,25251,25203
01-03-2023,Uttar Pradesh,9,Kheri,159,2061,2308,970,468982,0,3522,2203,3459,3556,23537,144383,221168,12656,142122,2261,477086,1549,5456,793,2005,8755,1294,501,34397,53601,16,125,185681,184485
01-07-2023,Haryana,6,Karnal,67,525,562,651,84455,0,1434,1007,1414,0,2048,51857,39258,3281,46905,4952,104918,295,5287,2469,2814,13790,5689,3220,3959,7796,7,59,22043,14386
01-04-2023,Bihar,10,Buxar,194,1145,1309,380,146482,0,1810,1316,1858,1944,4167,77721,56653,22723,76532,1189,151621,46,13041,17685,13371,64418,38006,20321,5683,7397,10,73,14577,14555
01-07-2023,Jammu And Kashmir,1,Kathua,7,850,810,59,44056,0,1612,1200,1577,0,1584,14779,23039,5263,12555,2224,45459,266,1559,3458,2173,11911,8179,4721,2552,3505,8,74,15775,15137
01-07-2023,Assam,18,Barpeta,280,91,82,331,197159,0,2701,2451,2687,0,9430,97270,83929,14945,87299,9971,212696,285,24093,12531,22852,65779,18834,6303,8231,13836,10,105,51530,50376
01-05-2023,Tamil Nadu,33,Ariyalur,610,533,549,575,58239,0,773,37,670,774,3022,24772,25516,83,20511,4261,61440,134,3967,214,9713,13977,297,83,3275,4855,6,24,24024,24018
01-05-2023,Bihar,10,Rohtas,215,2085,2382,1155,283446,0,3319,2508,3368,3388,6942,153363,108045,55855,152066,1297,288763,106,26766,25049,24973,129669,77930,52881,8150,12263,20,121,11768,11723
01-04-2023,Maharashtra,27,Latur,481,611,731,898,164867,0,2489,1149,2570,2588,8688,77333,68321,15155,72023,5310,175142,264,14257,19290,13412,61200,33531,14241,9419,11381,14,97,45499,45448
01-05-2023,Tamil Nadu,33,Nagapattinam,579,286,476,525,38671,0,633,22,511,633,2047,14412,17210,126,12344,2068,39056,207,2941,141,7194,10401,266,125,2176,3211,7,24,17986,17978
01-02-2023,Chhattisgarh,22,Bijapur,636,86,109,181,24100,0,9,0,1126,1138,108,16216,12131,0,16213,3,29215,30,0,0,0,0,0,0,64,696,6,44,0,0
01-05-2023,Maharashtra,27,Buldhana,472,773,658,919,197689,0,2924,1882,2951,2970,9979,96210,80903,30338,91319,4891,211469,278,15786,14122,11770,71850,44294,30172,10782,13595,15,111,80300,80266
01-02-2023,Uttar Pradesh,9,Ayodhya,140,1065,1075,1239,248821,0,2345,1243,2371,2381,13645,96799,105975,5774,95922,877,252175,361,3419,361,1213,5173,541,180,16336,19420,12,78,107806,107264
01-04-2023,Meghalaya,17,South West Garo Hills,663,107,104,290,9147,0,422,261,422,422,1424,12548,8944,6537,12076,472,25035,122,658,4146,1050,12378,10670,6524,1296,823,2,15,1141,614
01-02-2023,Chhattisgarh,22,Bastar,374,444,633,853,94063,0,255,5,1961,1981,3880,42928,39854,44,42764,164,97482,85,236,50,125,445,84,34,4201,6619,9,72,138,135
01-06-2023,Mizoram,15,Champhai,262,223,239,227,13249,0,275,176,275,275,750,6406,5783,1574,6107,299,14692,861,1077,1559,1186,5288,3025,1466,719,1034,4,13,4966,3804
01-06-2023,Madhya Pradesh,23,Anuppur,390,178,347,719,66100,0,1149,1095,1108,1149,3301,32151,26968,8303,29688,2463,71092,66,6622,4369,5558,23857,11677,7308,3531,5141,4,42,18550,11191
01-02-2023,Telangana,36,Nalgonda,514,966,744,614,93989,0,2081,1726,2031,2093,6500,33120,45948,8668,32666,454,100633,479,3858,6258,3677,21752,14217,7959,6598,8467,9,82,20037,18454
01-02-2023,Andhra Pradesh,28,Palnadu,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-05-2023,Uttarakhand,5,Rudra Prayag,54,40,38,43,15779,0,676,550,672,692,587,5123,8117,2613,4713,410,16078,83,631,405,388,2543,1524,1119,883,1368,3,20,290,290
01-04-2023,Jharkhand,20,Deoghar,324,306,577,722,68125,0,1542,957,1562,1568,6511,70915,74237,7922,68976,1939,170467,536,15921,11384,13151,47197,18125,6741,7790,11014,10,56,4024,3872
01-05-2023,Bihar,10,Darbhanga,195,2960,2733,637,351310,0,4261,2553,4367,4489,6550,194851,140029,46977,193364,1487,362535,528,45634,27513,37552,154839,71653,44140,8279,12826,19,168,58610,58342
01-02-2023,Odisha,21,Kalahandi,358,734,591,1755,175852,0,2354,1704,2359,2362,9384,83930,66502,35151,83884,46,180721,643,9885,24540,13410,79983,56688,32148,8991,11914,14,95,2914,2875
01-06-2023,Uttar Pradesh,9,Jalaun,151,135,243,279,158866,0,1772,647,1772,1816,4288,70886,66091,2186,69712,1174,161928,76,2204,230,527,3153,422,192,6509,14154,10,87,50443,49952
01-06-2023,Uttar Pradesh,9,Baghpat,124,438,584,302,119579,0,1327,583,1276,1338,5829,34955,60262,1313,33878,1077,121218,15,3116,832,1827,6219,1276,444,7315,12857,7,42,57102,56271
01-05-2023,Madhya Pradesh,23,Dindori,404,101,77,142,66612,0,1904,1475,1884,1913,3391,35891,29049,15462,35121,770,76780,73,7410,6348,7545,33938,18983,12635,3851,4598,7,66,5433,3756
01-02-2023,Tamil Nadu,33,Ariyalur,610,534,548,575,57848,0,774,478,670,774,4381,24020,24884,5219,19197,4823,62421,149,2467,3938,2762,14271,9042,5104,4378,4758,6,24,28010,27939
01-04-2023,Arunachal Pradesh,12,Kra Daadi,677,6,5,6,131,0,64,3,173,267,37,721,509,29,702,19,1305,25,63,0,14,106,29,29,17,21,4,7,0,0
01-05-2023,Uttar Pradesh,9,Baghpat,124,438,584,302,119202,0,1327,595,1279,1338,6380,34707,59746,1945,33643,1064,121146,182,3602,619,1751,6412,1059,440,8025,12288,7,42,44977,44256
01-07-2023,Chhattisgarh,22,Korba,383,994,1600,1907,116512,0,2560,2245,2498,0,6485,55586,47228,28761,54305,1281,125543,32,6638,12467,8374,55524,40512,28045,6547,9697,10,91,52235,46570
01-04-2023,Telangana,36,Mahabubnagar,512,428,332,216,58167,0,1176,905,1146,1185,2592,24524,27514,6572,24178,346,62057,755,3804,4144,2932,17172,10436,6292,2951,4476,4,48,22077,20913
01-07-2023,Uttar Pradesh,9,Bhadohi,179,222,228,300,169322,0,1477,952,1475,0,5020,70765,77071,2601,69744,1021,172667,28,1975,167,530,2725,220,53,5982,13829,7,52,76555,76220
01-07-2023,Chhattisgarh,22,Mahasamund,385,314,508,511,92637,0,1783,1336,0,0,4899,45903,40824,14403,44682,1221,0,5,9793,9955,8721,42569,24055,14100,5538,8783,0,0,38748,36411
01-03-2023,Telangana,36,Khammam,509,1129,797,1013,85770,0,1839,1500,1767,1892,4532,33029,37205,8852,32636,393,87109,174,3809,6843,3748,22710,15153,8310,4830,7513,7,76,19369,16417
01-03-2023,Bihar,10,Supaul,223,1133,1015,383,241056,0,2410,1372,2351,2435,7071,128065,92646,23450,127225,840,245654,256,22148,15710,14473,75350,38729,23019,8332,9540,11,87,22938,22540
01-02-2023,Madhya Pradesh,23,Rajgarh,422,264,367,361,147444,0,2254,1456,2417,2456,4823,75312,60828,8811,75254,58,153304,756,18492,10788,13400,49991,18099,7311,5525,6816,10,81,786,180
01-04-2023,Rajasthan,8,Dholpur,98,214,255,383,104403,0,1024,868,1017,1033,4696,39101,49105,9484,38654,447,110379,2211,7843,8579,9706,34676,17127,8548,6969,10508,5,34,40132,40014
01-03-2023,Tamil Nadu,33,Kallakurichi,729,579,707,921,116110,0,1160,1099,1021,1160,7747,39448,55079,20853,29984,9464,119955,4740,2382,3231,2067,28359,23910,20679,7876,9805,9,40,53662,53373
01-07-2023,Odisha,21,Kendujhar,361,938,832,1741,196383,0,3348,2850,3343,0,10203,91394,75838,50574,90392,1002,200868,104,9121,19477,10728,88149,68300,48823,9747,13686,14,123,40152,39854
01-05-2023,Odisha,21,Jharsuguda,357,462,557,755,43341,0,967,905,965,967,1787,20160,16555,8106,19938,222,43652,413,2221,2195,1535,13915,10159,7964,2014,3136,7,35,3435,3412
01-02-2023,West Bengal,19,Purba Bardhaman,306,634,623,919,377612,0,5947,3318,6540,6857,16177,202146,160595,58791,195913,6233,420881,49415,21338,25220,17902,120880,81640,56420,16240,25723,30,280,24725,18970
01-03-2023,Punjab,3,Moga,38,1,1,1,6181,0,170,0,695,987,171,10698,10602,0,10622,76,22141,2197,239,0,14,253,0,0,276,394,5,40,0,0
01-02-2023,Karnataka,29,Chikkaballapura,630,514,732,590,77729,0,1937,616,1950,1961,3080,32911,41080,4450,32777,134,86365,1900,9202,7079,6312,26438,10924,3845,3462,5832,6,74,11121,10909
01-02-2023,Haryana,6,Bhiwani,59,756,884,778,84201,0,1267,834,1235,1282,5657,43223,34893,3521,39712,3511,97111,92,5564,3638,2979,15460,6917,3279,7024,6314,9,49,24614,13763
01-05-2023,Himachal Pradesh,2,Kullu,20,965,1010,374,36400,0,1094,1023,1095,1095,2340,16436,14145,2456,5942,10494,37891,222,690,781,558,4406,3158,2377,2339,2631,5,45,17630,17590
01-05-2023,Maharashtra,27,Ahmednagar,466,1356,1519,2171,335345,0,5762,3867,5838,5905,17426,166114,140772,47846,152129,13985,363688,844,28372,20813,22068,118086,67646,46833,18098,21278,23,203,102758,102712
01-06-2023,Rajasthan,8,Jalore,104,202,210,406,110215,0,1726,1086,1778,1797,1721,57044,49504,11118,56844,200,120489,284,12648,13963,14815,51567,24104,10141,4555,7665,8,58,15531,15321
01-02-2023,Assam,18,Goalpara,287,200,134,302,124707,0,2455,953,2488,2488,7757,63292,50713,5120,62280,1012,134755,1415,14112,5158,8273,30463,8078,2920,6548,6445,7,96,4134,3477
01-04-2023,Uttar Pradesh,9,Azamgarh,123,575,521,577,640828,0,5544,4296,5555,5593,29285,255297,271233,32262,249143,6154,648737,1520,8937,1570,3416,15036,2683,1113,37259,55663,23,201,169538,168619
01-04-2023,Jammu And Kashmir,1,Kupwara,8,1994,1952,166,70847,0,2254,1473,2304,2319,2782,36681,27349,16839,36044,637,73930,4571,7770,5313,7220,24071,9081,3768,3382,3736,11,92,2766,2032
01-06-2023,Madhya Pradesh,23,Ashoknagar,391,289,283,654,81988,0,1085,1035,1075,1089,4326,43389,35372,13544,43263,126,95319,70,8919,7685,8602,34686,17165,9480,5234,6998,5,37,15773,5379
01-07-2023,Andhra Pradesh,28,Alluri Sitharama Raju,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-04-2023,Bihar,10,Gopalganj,197,1669,1475,1218,230782,0,2856,1723,2986,3020,5606,127181,88276,26395,126085,1096,236322,396,22492,22202,20241,89953,47220,25018,6718,8541,14,110,22466,22193
01-06-2023,Andhra Pradesh,28,Parvathipuram Manyam,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2023,Tamil Nadu,33,Dharmapuri,571,906,991,1079,122748,0,1332,1206,1158,1333,7472,44652,56919,15627,37013,7639,126834,255,4536,3574,3054,26676,19086,15512,8055,9736,8,37,50330,50128
01-06-2023,Telangana,36,Nagarkurnool,694,422,238,483,50074,0,1126,973,1081,1131,2936,17611,23968,6470,17048,563,52092,15,3204,3072,2759,14953,8990,5918,3088,4489,5,46,16999,16413
01-02-2023,Madhya Pradesh,23,Agar Malwa,667,176,218,223,53469,0,680,193,743,753,1432,28901,23375,943,28893,8,57365,2859,8476,3075,4363,16635,3796,721,1714,1943,4,27,598,206
01-06-2023,Madhya Pradesh,23,Shajapur,430,99,137,218,83914,0,1053,957,1043,1054,3115,43993,35409,10996,40661,3332,92577,12,10004,6975,8997,36585,17584,10609,3781,6279,6,40,24289,13006
01-05-2023,Telangana,36,Rajanna Sircilla,683,217,238,196,39319,0,587,528,578,587,2286,15091,17860,3222,14624,467,41243,67,2232,1908,1873,9114,5009,3101,2528,3478,2,24,13951,11797
01-07-2023,Madhya Pradesh,23,Damoh,400,192,224,520,127096,0,1742,1676,1737,0,5458,66259,54220,16825,65838,421,142606,103,14571,11924,14818,55636,26247,14323,5903,10766,8,60,33949,11341
01-07-2023,Rajasthan,8,Bhilwara,92,333,352,706,156830,0,2136,1672,2187,0,8837,53479,84680,7002,52126,1353,174721,439,15382,7685,11477,39901,13042,5357,10379,17346,12,74,13320,13286
01-03-2023,Jharkhand,20,Pakur,337,131,171,301,30960,0,1110,579,1156,1166,6627,67951,67732,5494,66351,1600,157132,301,14857,5827,9295,33678,9526,3699,5805,9017,6,41,5072,5068
01-03-2023,West Bengal,19,Alipurduar,664,56,126,259,127280,0,3130,2496,3152,3198,6400,67488,49759,40972,67157,331,137460,977,6041,8906,6498,60787,48248,39342,6606,7207,14,128,36430,23588
01-07-2023,Chhattisgarh,22,Sakti,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2023,Chhattisgarh,22,Surajpur,648,227,441,489,78642,0,137,0,2015,2019,237,42830,35812,0,42828,2,80503,193,306,0,19,325,0,0,189,1435,7,70,0,0
01-04-2023,Arunachal Pradesh,12,Kamle,718,1,1,4,87,0,37,4,123,184,23,344,265,15,315,29,672,0,22,9,29,71,20,11,30,10,2,12,0,0
01-04-2023,Kerala,32,Kozhikode,561,1101,1531,1230,225610,0,2910,12,2937,2938,11811,110405,83892,0,66439,43966,234162,1547,17699,4588,16783,39070,4588,0,12723,15331,21,106,17176,16847
01-04-2023,Punjab,3,Mansa,37,4,7,6,42956,0,771,3,827,840,3333,11566,21058,0,9062,2504,43240,295,913,16,147,1076,16,0,3515,3768,5,33,23,23
01-02-2023,Madhya Pradesh,23,Jabalpur,411,390,433,267,159603,0,2382,1583,2473,2483,3751,84946,68827,19000,84879,67,167317,2122,15522,19438,14474,66969,36973,17535,4226,5567,13,93,1689,228
01-04-2023,Uttar Pradesh,9,Ghaziabad,145,795,900,460,153263,0,1364,1017,1323,1371,10084,33798,82941,4767,32876,922,154632,102,7603,4405,6767,21715,7345,2940,11743,16066,5,52,73225,71820
01-05-2023,Assam,18,West Karbi Anglong,710,4,5,22,32644,0,842,317,847,852,1346,23031,15298,2876,22602,429,41936,264,7730,3320,4562,17780,5488,2168,1087,1174,4,29,673,638
01-05-2023,Madhya Pradesh,23,East Nimar,405,285,409,720,123216,0,1667,1462,1667,1682,4677,64804,53519,19409,64715,89,136672,268,13981,10120,12368,55322,28973,18853,5499,8173,8,65,14826,6499
01-02-2023,Uttar Pradesh,9,Kanpur Nagar,157,821,856,610,222632,0,2127,1707,2010,2134,16545,64682,105965,9673,64279,403,223790,1244,1414,114,356,1936,166,52,17658,18940,12,82,121924,121391
01-07-2023,Gujarat,24,Anand,440,1968,1914,1508,151745,0,1993,1992,1989,0,7853,54140,69300,39820,44114,10026,154474,1785,1804,2189,1347,45121,41970,39781,7924,15257,16,80,91236,91099
01-04-2023,Tamil Nadu,33,Tiruvannamalai,593,1229,1603,1907,148403,0,2127,1508,1622,2127,9448,45882,73994,19791,43650,2232,152491,7060,1832,19633,2936,44058,39290,19657,9780,13387,19,68,75022,74970
01-06-2023,Assam,18,Baksa,616,52,25,128,99342,0,2613,2088,2626,2636,4399,51812,39495,12819,49162,2650,105000,144,11827,9311,10827,40147,17493,8182,3786,5508,8,112,8356,8158
01-05-2023,Uttar Pradesh,9,Sant Kabeer Nagar,178,113,130,169,169245,0,1573,799,1752,1769,5794,74916,72303,3914,73485,1431,172281,641,2450,283,574,3447,423,140,7188,12080,10,64,36734,36387
01-06-2023,Gujarat,24,Anand,440,1968,1914,1508,151723,0,1993,1985,1989,1993,8086,54462,69404,41928,42829,11633,155147,1005,2471,9978,3427,57718,51820,41842,8331,14864,16,80,82899,82683
01-07-2023,Gujarat,24,Arvalli,672,1439,1200,1255,77600,0,1450,1434,1450,0,3573,32589,33549,24948,28600,3989,79140,4071,1498,2217,1275,29914,27141,24924,3625,5804,12,58,43051,43008
01-02-2023,Punjab,3,Mansa,37,5,7,6,7396,0,93,1,808,840,881,11537,18456,0,11226,311,32951,342,25,12,1,38,12,0,929,1148,5,33,0,0
01-02-2023,Maharashtra,27,Palghar,665,884,936,885,207816,0,1672,13,3174,3183,9646,102791,80157,210,102231,560,214235,103,8410,796,5550,14960,1000,204,10003,11638,13,103,3415,3415
01-04-2023,Odisha,21,Bargarh,347,976,1047,1516,130160,0,2919,1248,2910,2919,6285,60395,50373,3823,59631,764,132063,1110,6228,31572,14916,56508,35364,3792,6588,8422,13,127,25443,25213
01-02-2023,Delhi,7,North West,82,1717,1732,9,110518,0,1779,1754,1709,1779,9890,30870,54150,14197,30061,809,112898,9700,3808,7214,3984,29158,21366,14152,9785,8203,17,70,66735,57678
01-05-2023,Haryana,6,Rewari,72,667,714,775,64483,0,1094,996,1053,1099,3516,34356,28928,5186,27285,7071,76512,133,2687,1296,1079,10185,6419,5123,4301,5411,6,44,21422,16114
01-07-2023,Bihar,10,Supaul,223,1133,1015,384,255071,0,2423,1932,2397,0,6199,135153,99736,35883,133308,1845,266392,6,20470,26067,19517,102336,62349,36282,8672,16632,11,87,61839,61351
01-04-2023,Rajasthan,8,Sirohi,115,99,115,190,83093,0,867,666,864,872,4436,31897,40519,5858,31275,622,88836,556,7866,5704,7181,26352,11305,5601,5405,6579,5,31,17048,17035
01-03-2023,Madhya Pradesh,23,Chhindwara,399,602,827,826,177607,0,2880,26,3037,3057,3437,96230,80407,187,96158,72,190918,1654,25413,421,27116,53126,597,176,4277,6567,14,114,1161,302
01-05-2023,Maharashtra,27,Hingoli,477,204,248,198,98273,0,1125,680,1178,1216,3344,48661,40904,16439,44604,4057,103871,180,7185,7392,7574,38468,23709,16317,4356,6606,7,43,29072,29064
01-05-2023,Tamil Nadu,33,Kanniyakumari,575,1272,1361,877,91407,0,1399,38,1209,1401,6005,28778,43728,262,21554,7224,93007,182,5536,151,11993,17940,411,260,6268,8228,10,51,47429,47316
01-05-2023,Uttar Pradesh,9,Chandauli,135,389,425,539,228729,0,1818,1271,1854,1901,8269,96723,97343,4376,95850,873,231720,130,2759,294,949,4188,480,186,10599,18786,10,65,65713,65694
01-06-2023,Delhi,7,Shahdara,671,831,858,2,63867,0,874,868,813,874,3864,20540,32567,11353,17900,2640,65909,22,1565,3729,1610,18279,15104,11375,3889,5049,7,33,11452,3017
01-05-2023,Andhra Pradesh,28,Vizianagaram,521,645,787,1066,105607,0,3703,2550,3725,3730,3949,50642,52786,23844,49740,902,120944,23550,7310,7768,6817,45382,31255,23487,5235,8332,17,149,12321,12232
01-06-2023,Uttar Pradesh,9,Etawah,139,853,861,804,142215,0,1551,958,1512,1566,5597,51502,66626,2147,50507,995,144400,69,1153,31,218,1456,85,54,6983,13692,9,56,66232,65920
01-05-2023,Odisha,21,Bargarh,347,980,1064,1569,129644,0,2919,2767,2910,2919,6135,58780,50009,39377,57375,1405,130090,1048,4834,5144,3221,52293,44238,39094,6488,8678,13,127,26946,26760
01-02-2023,Andhra Pradesh,28,Chittoor,503,629,701,648,204277,0,4742,2557,4714,4780,9659,79887,104449,20677,78062,1825,223269,20823,13477,21378,13333,67866,41056,19678,11990,17284,23,190,26518,26345
01-04-2023,Karnataka,29,Bengaluru Rural,526,352,479,410,51224,0,1228,968,1225,1229,1430,21424,28067,9663,20431,993,55873,760,2207,5466,3124,20183,14852,9386,1819,3133,4,43,17653,17627
01-03-2023,Gujarat,24,Surat,459,2735,2739,2653,159949,0,2822,2726,2806,2823,11851,61295,67639,52726,61013,282,166071,69,2092,5507,2441,62532,57999,52492,11871,13415,23,113,87074,86843
01-05-2023,Maharashtra,27,Gadchiroli,475,353,513,906,101896,0,2325,1062,2352,2378,5388,47998,40125,17127,45996,2002,106936,244,6613,6714,5456,35560,23491,16777,5527,7898,13,76,42229,42226
01-05-2023,Odisha,21,Kendrapara,360,815,916,1660,119088,0,2147,1748,2133,2147,4376,54368,48238,24295,53692,676,119840,426,7941,7309,5698,44776,31137,23828,5019,7839,9,84,7227,6914
01-04-2023,Maharashtra,27,Osmanabad,488,413,630,781,127251,0,1990,1130,2018,2033,7230,59985,50680,18555,54559,5426,134789,1351,9939,11420,7383,46989,29667,18247,7769,9125,11,71,42132,42124
01-02-2023,Gujarat,24,Ahmadabad,438,3556,3595,1916,294357,0,3626,3121,3562,3628,22260,137463,119201,76148,127681,9782,321018,142,11106,29255,12912,128834,104816,75561,21548,20546,30,146,111268,110839
01-04-2023,Maharashtra,27,Wardha,498,440,493,703,78491,0,1570,400,1612,1625,4395,39544,30844,4602,37827,1717,84646,2020,6830,4928,4478,20667,9359,4431,4582,5281,10,58,17028,16978
01-02-2023,Uttar Pradesh,9,Varanasi,187,861,861,710,374040,0,3889,2328,3855,3972,23023,134012,172290,11129,132068,1944,385600,973,4787,358,877,6028,364,6,26228,30047,9,142,69874,69217
01-07-2023,Uttar Pradesh,9,Hathras,163,841,860,677,208964,0,1711,1201,1662,0,9047,69269,96714,4499,66798,2471,211004,122,2595,254,1248,4246,403,149,10461,25513,8,88,91638,90478
01-05-2023,Karnataka,29,Belagavi,527,734,831,906,452710,0,5294,1201,5288,5296,17319,214007,176894,1975,210420,3587,456062,12535,53080,17258,96048,179945,30817,13559,19720,28122,14,209,179193,177584
01-06-2023,Arunachal Pradesh,12,Siang,679,5,3,8,609,0,189,46,221,222,102,1275,1107,86,1076,199,2607,0,311,319,152,857,394,75,71,52,4,11,14,14
01-04-2023,Assam,18,Golaghat,288,204,127,395,90147,0,2162,260,2115,2223,5034,50582,37397,395,49450,1132,102876,1802,12565,8730,14201,35730,8964,234,4789,5074,9,74,4274,3524
01-05-2023,Jammu And Kashmir,1,Ganderbal,626,573,561,65,16590,0,639,483,630,658,280,7400,7337,4060,7183,217,17627,146,835,538,704,3052,1513,975,1077,1533,3,27,842,522
01-02-2023,Bihar,10,Nawada,210,1540,1270,1072,205313,0,2479,998,2564,2647,5444,108573,79640,24790,108134,439,209827,175,19481,23336,16380,82752,46891,23555,6250,9920,14,96,28295,27044
01-06-2023,Uttarakhand,5,Champawat,48,54,76,59,17795,0,633,188,677,681,790,5774,9459,162,5140,634,18505,4,306,190,237,756,213,23,986,1496,4,15,66,66
01-03-2023,Bihar,10,Buxar,194,1145,1309,380,145389,0,1763,1131,1853,1944,4301,76582,55639,19244,75688,894,149279,47,13248,17850,14336,63784,36200,18350,5820,6937,10,73,36866,36798
01-06-2023,Meghalaya,17,North Garo Hills,656,94,50,175,22959,0,391,320,391,391,1018,12018,8558,5712,10677,1341,23127,0,2618,2605,1644,12506,8244,5639,736,797,2,11,291,28
01-05-2023,Chhattisgarh,22,Surguja,389,473,1397,1307,84528,0,2402,433,2442,2456,3223,43495,39806,3843,43327,168,94320,48,14861,4606,9225,32464,8378,3772,3305,4491,9,69,15764,14418
01-07-2023,Madhya Pradesh,23,Dhar,403,1381,1782,1848,263961,0,3858,3826,3831,0,13857,130601,107210,47474,128540,2061,285520,37,24840,23327,26600,118189,66749,43422,14092,19760,16,139,86790,69173
01-05-2023,Karnataka,29,Hassan,539,1676,1830,1490,82778,0,2519,566,2518,2526,3620,32954,36140,3041,32891,63,83191,384,7618,2316,15267,28613,5728,3412,4657,5820,8,84,2987,2984
01-07-2023,Tripura,16,Dhalai,269,712,634,1098,42004,0,1292,1020,1316,0,1394,23556,17643,10814,23191,365,46800,71,2531,5507,3981,22352,15840,10333,1409,2798,6,48,7543,7118
01-03-2023,Kerala,32,Alappuzha,554,1050,1157,684,99502,0,2150,2099,2150,2150,5153,49987,40487,11072,36424,13563,107973,4617,5855,7034,5189,28720,17676,10642,5971,6375,15,87,9677,9564
